# Pathway	AMCTRL15_R1.fq_fused_Abundance-CPM	ERR4330046_1.fastq_fused_Abundance-CPM	ERR4330063_1.fastq_fused_Abundance-CPM	ERR4330071_1.fastq_fused_Abundance-CPM	ERR4330072_1.fastq_fused_Abundance-CPM	ERR4330106_1.fastq_fused_Abundance-CPM	ERR4330111_1.fastq_fused_Abundance-CPM	ERR4333879_1.fastq_fused_Abundance-CPM	ERR4333941_1.fastq_fused_Abundance-CPM	ERR4333958_1.fastq_fused_Abundance-CPM	ERR4333961_1.fastq_fused_Abundance-CPM	ERR4334017_1.fastq_fused_Abundance-CPM	ERR4334044_1.fastq_fused_Abundance-CPM	ERR4334065_1.fastq_fused_Abundance-CPM	ERR4334084_1.fastq_fused_Abundance-CPM	ERR4334132_1.fastq_fused_Abundance-CPM	ERR4334171_1.fastq_fused_Abundance-CPM	ERR4334201_1.fastq_fused_Abundance-CPM	ERR4334219_1.fastq_fused_Abundance-CPM	ERR4334225_1.fastq_fused_Abundance-CPM	ERR4334253_1.fastq_fused_Abundance-CPM	ERR4335098_1.fastq_fused_Abundance-CPM	ERR4335137_1.fastq_fused_Abundance-CPM	ERR4335169_1.fastq_fused_Abundance-CPM	ERR4335257_1.fastq_fused_Abundance-CPM	ERR4335259_1.fastq_fused_Abundance-CPM	ERR4335281_1.fastq_fused_Abundance-CPM	ERR4335315_1.fastq_fused_Abundance-CPM	ERR4341695_1.fastq_fused_Abundance-CPM	ERR4341716_1.fastq_fused_Abundance-CPM	ERR4341722_1.fastq_fused_Abundance-CPM	ERR4341723_1.fastq_fused_Abundance-CPM	ERR4341772_1.fastq_fused_Abundance-CPM	ERR4341784_1.fastq_fused_Abundance-CPM	ERR4341884_1.fastq_fused_Abundance-CPM	ERR4341923_1.fastq_fused_Abundance-CPM	ERR4341949_1.fastq_fused_Abundance-CPM	ERR4341950_1.fastq_fused_Abundance-CPM	HV01_R1.fq_fused_Abundance-CPM	HV02_R1.fq_fused_Abundance-CPM	HV03_R1.fq_fused_Abundance-CPM	HV04_R1.fq_fused_Abundance-CPM	HV05_R1.fq_fused_Abundance-CPM	HV06_R1.fq_fused_Abundance-CPM	HV07_R1.fq_fused_Abundance-CPM	HV08_R1.fq_fused_Abundance-CPM	HV09_R1.fq_fused_Abundance-CPM	HV10_R1.fq_fused_Abundance-CPM	HV11_R1.fq_fused_Abundance-CPM	HV12_R1.fq_fused_Abundance-CPM	HV13_R1.fq_fused_Abundance-CPM	HV14_R1.fq_fused_Abundance-CPM	MAV02T0_EKDN230029731-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV05T0_EKDN230029732-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV09T0_EKDN230029733-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	MAV10T0_EKDN230029734-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV11T0_EKDN230029735-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV13T0_EKDN230029736-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV14T0_EKDN230029737-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV17T0_EKDN230029738-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV18T0_EKDN230029739-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV19T0_R1.fq_fused_Abundance-CPM	MAV21T0_EKDN230029741-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV26T0_EKDN230029742-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV27T0_EKDN230029743-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV28T0_EKDN230029744-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV29T0_EKDN230029745-1A_HJGKNDSX7_L3_R1_fused_Abundance-CPM	MAV30T0_EKDN230029746-1A_HJGKNDSX7_L3_R1.fq_fused_Abundance-CPM	MAV32T0_R1.fq_fused_Abundance-CPM	MAV33T0_R1.fq_fused_Abundance-CPM	MBCTRL17_R1.fq_fused_Abundance-CPM	MS10_S10_R1.fq_fused_Abundance-CPM	MS11_R1.fq_fused_Abundance-CPM	MS12_R1.fq_fused_Abundance-CPM	MS13_R1.fq_fused_Abundance-CPM	MS14_R1.fq_fused_Abundance-CPM	MS15_R1.fq_fused_Abundance-CPM	MS16_R1.fq_fused_Abundance-CPM	MS17_R1.fq_fused_Abundance-CPM	MS18_R1.fq_fused_Abundance-CPM	MS19_R1.fq_fused_Abundance-CPM	MS1_S1_R1.fq_fused_Abundance-CPM	MS20_R1.fq_fused_Abundance-CPM	MS21_R1.fq_fused_Abundance-CPM	MS22_R1.fq_fused_Abundance-CPM	MS23_R1.fq_fused_Abundance-CPM	MS24_R1.fq_fused_Abundance-CPM	MS25_R1.fq_fused_Abundance-CPM	MS26_R1.fq_fused_Abundance-CPM	MS2_S2_R1.fq_fused_Abundance-CPM	MS3_S3_R1.fq_fused_Abundance-CPM	MS4_S4_R1.fq_fused_Abundance-CPM	MS5_S5_R1.fq_fused_Abundance-CPM	MS6_S6_R1.fq_fused_Abundance-CPM	MS7_S7_R1.fq_fused_Abundance-CPM	MS8_S8_R1.fq_fused_Abundance-CPM	MS9_S9_R1.fq_fused_Abundance-CPM	NBCTRL18_R1.fq_fused_Abundance-CPM	RRCTRL16_EKDN240004377-1A_2237LCLT4_L8_R1.fq_fused_Abundance-CPM	TEC01T0_ZKDN230026684-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC02T0_EKDN230029719-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC03T0_ZKDN230026686-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC04T0_EKDN230029720-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC05T0_R1.fq_fused_Abundance-CPM	TEC06T0_R1.fq_fused_Abundance-CPM	TEC07T0_EKDN230029723-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC08T0_EKDN230029724-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC09T0_EKDN230029725-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC10T0_ZKDN230026688-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC11T0_EKDN230029726-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC12T0_EKDN230029727-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC14T0_ZKDN230026689-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC15T0_EKDN230029728-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC16T0_EKDN230029729-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC17T0_ZKDN230026690-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC19T0_EKDN230029730-1A_HJJTWDSX7_L3_R1.fq_fused_Abundance-CPM	TEC20T0_ZKDN230026691-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC21T0_ZKDN230026692-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC22T0_ZKDN230026693-1A_HMC2MDSX7_L1_R1.fq_fused_Abundance-CPM	TEC24T0_ZKDN230026709-1A_HMC2MDSX7_L2_R1.fq_fused_Abundance-CPM	TEC26T0_EKDN240004369-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC27T0_R1.fq_fused_Abundance-CPM	TEC28T0_EKDN240004371-1A_222VCVLT4_L1_R1.fq_fused_Abundance-CPM	TEC30T0_EKDN240004380-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM	TEC31T0_EKDN240004383-1A_222VKGLT4_L1_R1.fq_fused_Abundance-CPM
UNINTEGRATED|g__Alistipes.s__Alistipes_finegoldii	4158.72	439.623	6353.33	2136.99	513.642	2513.92	217.934	11685.2	5574.51	19032.9	152.942	1798.21	99.731	3704.86	6435.35	80065.1	2935.73	108.858	254.041	2592.05	604.032	1351.53	3434.7	8090.17	2158.92	611.965	713.242	1700.47	3942.94	1997.29	1067.42	833.701	3914.27	1206.49	540.163	326.541	1864.44	2462.28	1535.81	9468.62	456.396	1037.71	3659.32	6555.45	469.857	9909.62	1936.87	2372.38	3048.96	425.181	543.77	787.104	276.829	77.7856	532.547	127.57	0	2574.2	4703.73	0	611.791	3552.13	138.356	2935.15	6262.77	0	395.919	244.438	443.923	3009.51	232.707	4748.08	53.258	7031.36	5015.81	642.372	2866.74	3720.07	2706.04	42.5181	99.4528	3664.26	13601.7	12054.8	877.672	1264.43	264.075	4304.35	279.067	1936.25	14233.8	1535.76	683.452	108.549	699.422	856.926	578.079	627.04	1089.12	4835.42	3014.06	1001.1	5020.73	2233.12	0	3780.49	2577.16	2974.46	0	208.395	0	63.6592	67.3864	118.378	89.7531	4328.03	3280.94	3087.55	4263.64	11854.1	0	0	5511.5	429.11	9364.11
UNINTEGRATED|g__Alistipes.s__Alistipes_indistinctus	20.5229	76.1758	0	0	0	59.2311	0	0	184.465	0	0	154.732	0	0	46.091	0	3339.65	0	238.481	0	0	0	0	0	568.49	0	0	0	0	0	78.3303	0	0	0	0	0	0	0	88.4154	651.273	0	0	0	0	0	0	0	142.961	93.3662	49.5366	286.145	172.571	0	0	0	66.2865	23.8964	116.595	72.7495	0	0	214.724	0	0	0	164.791	0	521.358	0	318.349	173.712	458.297	0	22.8789	0	0	1044.68	678.389	0	287.933	314.05	0	5814.51	0	114.442	0	0	0	0	3907.23	0	72.1466	0	71.0583	0	0	0	0	127.407	0	316.81	0	0	0	0	0	1766.91	0	0	154.242	0	0	0	0	0	10.8983	800.87	139.171	1069.48	0	0	0	492.918	0	118.057
UNINTEGRATED|g__Alistipes.s__Alistipes_onderdonkii	518.955	257.237	610.744	753.257	616.531	948.782	86.5313	651.752	1255.89	4032.21	207.171	251.965	29.7969	3527.09	820.333	5286.21	877.409	58.1664	248.009	688.31	311.887	189.253	885.186	2465.15	439.855	1451.9	263.809	685.895	2649.18	528.719	352.943	1028.12	550.415	1088.78	372.397	89.8352	460.084	1985.47	416.033	3021.87	156.742	402.385	448.574	2355.74	86.8639	1110.97	281.995	785.611	923.22	416.21	945.879	1368.99	160.278	64.9177	235.557	32.5372	0	463.144	1305.72	36.341	531.201	950.393	78.0797	901.053	1723.44	64.4747	201.831	170.755	161.002	564.276	412.503	1059.21	47.9419	1669.78	17267.4	1764.79	9012.69	1163.1	254.237	74.5642	48.2962	1018.86	1391.02	909.477	349.364	208.359	173.878	1217.86	414.39	8181.24	1090.38	398.734	218.495	107.354	1523.83	215.739	199.454	426.479	329.305	753.595	298.692	607.613	1015.59	359.33	0	930.649	1163.06	676.813	0	91.8513	0	0	26.847	0	159.092	507.554	945.246	781.265	962.229	1133.6	0	44.5976	667.461	427.256	1184.51
UNINTEGRATED|g__Alistipes.s__Alistipes_shahii	6331.07	2338.27	3080.07	1139.88	409.261	1298.74	457.571	1311.62	6673.84	1133.49	2327.74	1367.72	1030.75	3719.69	3297.62	0	7159.41	248.281	1425.72	7002.62	2160.71	1602.42	0	811.735	921.68	3294.29	980.695	5095.46	4044.68	353.451	2755.29	355.987	211.685	6303.34	796.287	545.567	0	15074.4	0	3287.58	0	682.017	269.741	483.662	721.126	1070.01	526.25	1639.58	1527.73	3263.16	776.337	2938.88	674.418	301.772	0	108.537	275.862	2467.32	3117.24	132.218	506.626	4159.33	680.065	980.941	424.693	439.926	688.325	1009.36	4574.79	2834.13	3209.37	8545.25	802.91	2681.32	684.649	291.848	673.753	5315.02	1296.19	659.607	34.56	543.479	3818.98	0	125.468	2692.16	265.882	2685.2	742.575	4672.03	428.765	1578.75	182.944	49.8122	82.6296	3247.46	607.428	540.754	2332.78	2220.25	1222.48	2502.21	2192.08	540.397	0	1805.74	1929.35	403.102	0	360.756	97.7863	0	1636.44	139.586	681.279	914.141	1454.76	4687.51	0	563.327	0	2480.64	0	816.089	2940.1
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_caccae	0	0	0	0	1307.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	841.655	0	0	0	0	0	0	0	0	0	0	0	0	0	697.004	0	942.199	1701.79	0	0	0	0	1234.55	0	730.662	1643.33	0	0	0	0	0	0	2069.06	648.804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	832	0	520.424	0	0	0	0	0	0	0	0	665.358	0	0	0	0	0	0	0	856.431	0	0	0	0	0	0	0	1657.55	0	0	0	0	0	0	0	0	0	0	3932.01	0	0	0	0	0	884.101	0	545.635	0	0	0
UNINTEGRATED|g__Anaerostipes.s__Anaerostipes_hadrus	1117.77	2420.35	10427.7	3423.83	11414	5818.81	5300.09	4340.73	13286.1	7975.43	2138.91	1398.35	3590.24	8208.26	7459.63	7039.75	1496.49	3240.96	1525.98	15307.8	10134.7	2170.83	8711	1245.79	2837.3	5143.91	3289.17	6446.95	4502.42	15582.3	3115.25	11125	3293.08	2348.81	9913.82	7778.46	25255.2	7548.85	14676.2	4493.22	12256	6089.62	13230.5	10477.5	11773	16599	12164.7	7596.52	6992.95	2830.74	6036.33	3296.37	3188.54	6846.47	6234.69	6512.04	1693.58	9128.09	7667.86	8643.93	10388.3	9629.07	9075.42	3820.33	12450.9	21462	6355.62	8898.36	1721.38	5437.08	5515.72	4489.79	2819.56	11425	4909.89	24338.6	2555.83	8238.26	1788.46	538.704	3903.86	16930.8	3430.26	2401.59	4290.16	20028.7	12586	3295.5	3861.78	4114.4	3110.16	13244.3	27274.6	6511.67	6178.94	1699.74	2207.47	2859.31	2039.95	3235.38	26663.2	2703.14	6787.87	10543.8	0	4960.57	1751.48	10714.6	192526	4722.13	24996.3	5827.94	8381.15	26093.1	19630.8	7623.38	9059.14	2149.7	7507.24	0	6013.95	0	862.232	4535.71	3567.68
UNINTEGRATED|g__Anaerotruncus.s__Anaerotruncus_colihominis	0	0	0	0	2494.39	0	0	0	0	1688.93	0	1124.55	0	0	0	0	0	0	0	0	3095.96	0	0	0	0	0	2711.78	0	0	0	1212.8	0	0	0	0	0	0	0	0	2375.79	0	0	0	1392.01	0	2302.92	1134.79	0	0	0	0	0	0	0	1694.47	3741.24	0	0	979.195	0	0	0	0	0	0	0	0	0	0	0	0	2920.48	0	2800.99	2204.06	0	0	3858.7	0	0	0	0	1269.45	1405.82	0	0	0	2560.37	0	2645.89	1928.23	0	0	0	0	2584.88	0	0	0	0	0	3066.9	0	2364.48	0	0	0	3058.61	0	0	1366.64	0	0	0	2392.46	0	0	0	0	2206.07	812.155	845.744	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caccae	10684.1	7189.45	0	19021.5	1638.71	1663.01	0	6245.25	0	806.81	2497.28	2234.51	3546.11	3234.95	11647.4	0	3103.27	727.785	1092.76	3890.84	3761.62	7604.18	8575.26	1612.38	262.888	4445.8	14354.4	1490.96	7777.51	1695.83	7145.32	1402.03	18192.8	12023.5	16337.6	3515.62	11899.7	3400.97	3179.9	8238.42	1319.41	3224.95	5480.73	5155.48	3931.9	2299.61	704.537	4555.52	12178.3	6720.35	532.566	1836.42	2124.39	0	0	0	1008.16	6952.97	5076.38	0	0	2311.03	4718.32	6288.04	1887.35	1472.96	2243.32	1202.78	4592.25	19738.4	858.134	9445.32	272.589	383.647	17246.1	1432.38	712.426	1530.75	18560.2	1769.17	3595.67	1247.67	3040.04	0	2272.87	4571.26	2218	1775.91	3575.24	5273.41	2073.44	5003.01	0	1291.56	1513.78	23579.2	4245.94	11446.4	456.334	903.604	975.43	3712.68	0	4098.85	3547.58	4733.61	6084.27	585.262	0	3000.28	572.395	4382.02	6941.06	0	1759.41	0	2717.42	4257.53	420.459	854.231	20735.1	11359.3	9643.87	3322.21	8940.37
UNINTEGRATED|g__Bacteroides.s__Bacteroides_caecimuris	1734.82	270.493	247.74	490.647	926.711	0	325.333	300.409	577.793	762.5	520.16	142.134	143.567	262.365	799.683	0	233.501	124.915	454.103	570.086	2629.18	619.365	776.995	537.326	375.618	486.779	344.994	2007.91	348.753	213.592	199.882	1060.55	470.03	416.749	491.279	144.183	649.487	862.893	0	935.18	0	125.631	0	540.394	261.64	296.669	212.818	481.704	102.234	114.54	249.183	309.956	282.975	0	1617.82	0	947.535	218.676	1794.54	0	0	83.6782	0	520.204	209.546	344.258	0	236.787	145.577	460.743	242.88	624.274	0	279.622	365.636	326.566	0	285.607	552.347	0	403.029	0	334.861	743.438	0	265.111	402.492	336.235	528.631	231.377	497.252	645.123	0	281.861	382.339	657.564	636.579	991.165	432.013	255.087	350.167	551.779	600.944	533.599	160.158	1003.41	489.984	184.395	0	266.92	0	318.41	68.741	0	77.0801	541.688	4778.6	542.131	209.953	1287.15	419.968	1353.35	6310.19	796.837	388.198
UNINTEGRATED|g__Bacteroides.s__Bacteroides_cellulosilyticus	7918.41	0	13571.5	2117.78	0	0	0	0	1510.77	0	2664.5	39663.8	6232.7	1037.89	4867.15	0	9302.53	0	21195.9	6696.37	0	6369.67	1375.55	1968.5	7671.55	6001.06	384.405	1706.79	3749.95	441.806	1817.5	8769.99	0	980.178	0	616.571	4898.63	2477.83	0	7357.09	1227.97	8344.36	0	0	4327.25	2806.4	2473.6	14933.2	588.446	9186.72	950.216	0	0	0	0	1142.03	5119.03	1336.87	679.506	0	4195.35	2738.17	0	6506.79	0	561.961	3284.33	0	0	9243.5	2363.6	0	0	6844.16	0	2098.28	0	10754.6	685.066	110.282	1187.1	6481.97	1424.81	3149.89	3324.47	919.181	1833.07	6589.27	346.898	6688.47	753.656	2508.99	0	0	2287.81	2031.71	0	2324.6	1366.98	1134.87	1953.93	1907.86	1426.52	19448.8	0	2575.29	0	0	0	1175.12	0	642.582	0	0	9803.8	376.139	839.103	1483.14	0	0	21128.8	1474.42	0	2651.12	3908.73
UNINTEGRATED|g__Bacteroides.s__Bacteroides_eggerthii	0	10384.3	0	0	0	1132.36	0	37.8944	0	0	3477.99	2595.19	0	4309.54	12.9108	0	131.573	360.285	0	0	0	0	0	0	0	3675.8	613.838	0	92161.5	266.93	0	0	0	2290.94	0	224.2	0	8284.66	0	34242.5	0	3408.54	5596.08	0	487.137	754	4659.15	0	893.821	455.197	656.549	4594.66	0	0	0	0	0	379.993	46563.6	111.552	0	28335.1	0	193.552	810.006	485.741	0	2116.13	0	0	15544.5	0	0	0	181.012	0	3313.24	0	2326.37	712.377	0	20.1221	0	90.3013	0	33449.4	91.8356	571.767	6596.98	0	58.4575	7703.22	16.8529	224.228	2174.78	286.58	84.7013	34020.7	0	0	291.018	2951.2	33604.6	486.412	1877.86	6835.25	1735.4	9909.46	0	10022.7	30.6392	0	15288.2	0	252.057	4271.95	0	32.3671	26404.6	2926.41	0	0	0	31.0992	1756.67
UNINTEGRATED|g__Bacteroides.s__Bacteroides_faecis	2356.57	536.009	530.167	802.97	885.928	102.656	0	2056.8	2298.64	885.343	300.24	18712.6	285.443	5055.22	1436.59	0	967.101	144.255	144.493	552.487	0	734.087	621.201	2953.15	12706.2	5024.33	1004.4	664.451	1307.42	6750.72	868.614	987.492	3672.3	170.57	415.976	1516.45	0	643.319	0	449.529	0	259.327	1308.78	121.305	259.433	134.996	297.291	212.152	1502.49	2772.43	132.735	405.697	973.18	86.8366	47421.9	0	0	231.866	273.052	0	365.633	387.197	167.054	1095.68	200.445	48.5164	65.0995	0	452.275	1391.05	3541.39	368.506	0	252.849	588.569	4420.09	243.11	0	365.936	0	146.142	395.801	0	367.622	134.927	664.028	1757.15	334.34	4442.95	400.011	4984.87	130.391	0	159.474	6105.44	9443.24	336.136	1300.2	8915.41	1003.93	1347.54	180.391	337.461	370.313	230.029	596.298	1188.73	706.098	0	582.169	0	325.659	2809.39	0	392.378	299.479	5514.66	817.595	1082.88	0	12169	7874.61	625.286	889.657	292.621
UNINTEGRATED|g__Bacteroides.s__Bacteroides_finegoldii	10855	0	0	1140.97	1313.21	2546.23	0	71.0723	634.532	0	2208.28	0	3175.44	0	0	0	4779.09	1491.35	2273.62	0	0	0	52.5523	1770.3	0	64.6547	0	0	2750.86	308.28	3773.23	1411.83	0	1501.84	0	1467.86	702.195	2770.94	0	0	0	6955.26	0	0	0	4556.08	4890.6	139.414	0	5151.18	0	0	0	0	0	0	0	2811.75	3022.12	0	0	8611.14	0	1780.4	0	0	1027.33	0	6887.27	4941.54	9307.58	218.783	0	307.954	661.959	0	0	0	7519.92	0	369.158	4424.6	0	0	0	15465.7	4068.07	0	6811.01	4686.03	310.593	2395	0	1228.33	0	42.4944	3689.93	2888.75	0	2241	0	64.2353	3987.08	2070.88	0	1083.21	9380.23	4244.1	1256.09	0	0	0	0	0	0	0	233.175	0	0	0	0	9720.96	6650.13	3065.5	3228.13
UNINTEGRATED|g__Bacteroides.s__Bacteroides_fragilis	14103.7	21309.6	12343	12669.9	13395	0	23196	5058.16	5549.77	23343	12531.8	23291.2	4930.67	11808	17168.8	0	20305.4	3309.89	8536.43	7112.85	38090.8	5270.37	17947.2	15353.3	11592.5	12647	8093.95	15983.4	13699.8	8564.51	7428.49	12756.7	21188	10013.6	10347.7	3121.58	42932.7	6928.62	4145.6	22811.3	6552.21	4396.85	8245.82	6267.95	12879.3	6050.16	7325.87	4274.48	6401.86	9484.95	3044.07	3903.61	3780.59	0	22773.5	3604.33	23105	5805.13	7373.54	0	2993.03	8024.75	2489.24	7455.25	8133.13	4138.97	2661.89	4535.66	8220.51	48321.8	7531.89	11424.8	0	5313.47	14164	15030	1294.96	59446.9	19401.7	0	8454.4	44309.8	7942.17	18598.1	10891.1	3736.3	6411.29	13442.3	15525.4	26847.3	11914.8	2991.94	1321.18	3373.05	26334.9	12149.3	17684	16341.3	5361.25	10775.8	1817.49	8587.84	7455.2	8291.57	6780.21	9830.84	14229.2	6135.11	2463.25	6485.8	0	2494.08	36023.3	1284.45	6380.64	4820.31	5876.52	7146.19	11730.5	30686.8	30449.9	11061.7	15271.6	8590.13	10966.1
UNINTEGRATED|g__Bacteroides.s__Bacteroides_helcogenes	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51.4628	0	0	0	0	0	0	0	0	42.2756	0	0	0	0	0	0	0	67.9464	0	0	0	0	0	38.2614	0	0	0	0	33.2008	222.365	48.8611	0	0	35.7405	0	0	0	0	0	0	0	0	17.1358	0	0	25.4125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39.9521	0	0	0	0	0	0	0	0	0	13.7656	0	0	0	0	0	0	0	0	0	0	0	0	53.4824	0	0	0	0	0	0	0	0	0	0	14.8201	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_heparinolyticus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54.6646	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41.7199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_intestinalis	4864.32	0	2625.05	0	0	0	0	0	1644.89	0	2082.18	16238.4	2098.31	3941.3	7314	0	3646.48	0	6491.7	4568.24	0	3325.75	282.303	764.518	2804.58	4495.92	3701.94	0	1559.31	0	2126.63	2824.86	0	0	0	0	1228.62	1378.3	0	2111.85	84.5767	3553.79	0	0	1583.24	1583.01	470.394	0	1683.85	2591.57	1950.23	0	0	0	0	0	0	0	0	0	0	1073.68	0	2185.54	0	1190.59	751.238	0	2883.27	4558.8	2683.56	0	0	1964.44	0	5586.66	0	0	2129	190.771	4856.49	4498.57	0	0	1017.09	747.825	1156.91	3397.7	1373.52	0	7150.84	1377	0	0	5540.15	0	0	3051.3	15580	10237.4	1845.58	7761.67	849.238	5093.53	0	1319.13	0	0	0	1370	0	0	0	0	3620.26	0	0	757.417	0	0	11340.2	0	0	1747.01	1605.33
UNINTEGRATED|g__Bacteroides.s__Bacteroides_nordii	2243.86	243.51	0	0	0	0	0	0	698.862	0	447.175	6929.89	0	269.193	794.252	0	0	0	309.479	214.213	0	0	0	3178.14	0	0	0	0	0	0	0	3630.23	0	0	0	0	0	740.832	0	605.86	0	0	61.8236	0	84.463	0	142.718	93.0478	0	0	83.9846	307.577	0	0	0	0	0	0	0	0	29.8959	438.683	0	254.873	0	0	0	0	0	68.2753	0	66.9806	0	0	142.547	0	0	507.28	752.687	0	0	0	424.993	0	32.3051	50.1645	425.2	254.317	0	0	742.841	280.294	0	0	477.084	0	0	388.382	0	236.993	155.577	858.367	0	0	0	305.28	0	0	0	0	0	0	0	0	0	0	111.624	0	0	0	0	0	911.179	0	0
UNINTEGRATED|g__Bacteroides.s__Bacteroides_ovatus	59533	17506.9	7100.89	30957.2	17209.1	996.609	8316.41	8340.34	6049.05	16424.7	5436.69	18084.6	5519.42	6750.19	18068.3	0	26185	5288.36	4530.96	5250.25	67721.9	12385.8	19458.2	19978.4	3893.35	8979.82	11855.3	15713.1	21076.3	8354.9	11130.5	15915.3	15996	9853.94	6464.81	4160.06	27947.6	10306.7	5035.43	12005.6	5250.76	2684.65	9904.37	13182.8	11999.1	5126.71	6847.8	8919.02	9006.07	10754.4	7048.93	2469.22	2643.7	0	27687.8	0	2997.73	6890.96	12279.5	282.478	2400.64	6586.35	4777.73	3356.92	10635.8	4725.35	1755.07	6054.04	12218.2	13492.4	23207	8484.1	496.085	10262.7	6874.57	26062	2252.35	22298.1	8309.19	124.494	6424.78	6724.64	10573.9	11130.4	9454.73	8514.61	4620.96	7464.88	9175.43	9677.67	13786.1	4231.54	2444.13	2478.54	30855.9	7243.41	29681.9	11785.3	11760.1	12953.6	2460.22	15988.2	14831.2	3100.69	10815.3	17436.7	5743.65	5956.17	1210.39	2747.05	131.255	2589.88	12071.5	931.31	12680.9	3141.09	103795	7907.16	9014.02	26289.4	40544.7	23326.3	11936.8	22628.1	15578.1
UNINTEGRATED|g__Bacteroides.s__Bacteroides_salyersiae	1349.12	4905.4	0	6548.14	0	492.518	0	0	0	0	0	0	0	0	0	0	0	0	0	3531	0	0	0	0	0	0	2804.86	0	0	0	5510.21	0	0	6280.24	0	54.154	2360.26	2090.89	0	0	0	30.19	0	731.97	0	0	0	0	0	207.426	0	0	0	0	0	59.5562	0	0	0	0	0	0	136.429	0	0	0	0	0	0	0	8408.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1776.88	0	0	1419.43	0	0	0	0	0	0	1899.13	0	0	237.286	0	0	0	0	0	0	0	625.047	0	0	2021.58	0	0	0	0	0	886.832	0	416.743	592.693	0	0	0	0	0	578.118
