"","MS01","MS02","MS05","MS07","MS08","MS09","MS10","MS11","MS13","MS14","MS16","MS17","MS19","MS20","MS21","MS22","MS23","MS24","MS25","MS26","MS27","MS28","MS29","MS30","MS32","MS33","MS34","MS37","MS38","MS39","MS40","MS42","MS43","MS45","MS47","MS50","MS51","MS54","MS55","MS57","MS58","MS59","MS63","MS65","MS66","MS67","MS68","HD15","HD19","HD20","HD21","HD22","HD23","HD24","HD25","HD26","HD27","HD28","HD29","HD30","HD31","HD32","HD33","HD34","HD35","HD36","HD37","HD38","HD39","HD40","HD41","HD42","HD43","HD44","HD45","HD46","HD47","HD48","HD49","HD50","HD51","HD52","HD53","HD54","HD55","HD01","HD02","HD03","HD04","HD05","HD06","HD07","HD08","HD09","HD10","HD11","HD12","HD13","HD14","HD16","HD17","HD18"
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",1.64571050419968,1.59378904661657,0.27674510268376,0.566993424548122,1.7633384145371,1.56626243259632,0.790207978201171,1.74775763962995,0.826080196598192,0.534556610863367,1.13386122786531,-0.426211573667058,-0.135807097043047,-0.576042065549755,1.4868664125795,1.32292994074189,-0.121952699756459,0.216052952767058,-1.77505036171718,-0.951316654042704,-0.0789754397954324,0.235858581449138,0.579112768949728,1.22391914786034,0.677559669643657,0.618810778958136,-0.152602408969681,-0.529664101934162,0.578115113540863,0.478158716836998,0.773777027380383,-1.32528995287192,-0.812226139518051,1.35811681324934,0.0727896360540211,0.0351303131854674,-0.604045819113379,1.33808562769222,1.43427695963567,0.623668927036088,1.46853557884966,-1.09667070948215,-0.562309121965116,-1.9755183720481,-1.49613193519176,-0.60148661610803,-0.89190844326089,-1.24330870405647,-1.3542913618444,-0.364513093077066,-1.24796732105265,-0.676709833936463,-0.58572366064796,-0.215819060834033,-0.165745434573427,-0.467904894493197,-1.47669934287995,-0.332839702661704,-1.90562176657657,-0.43869527917451,-0.479521073558157,-0.636890370226105,0.579216872122826,-1.38711856242828,-0.785853335666311,0.233967373804507,-0.682739142711778,-1.03748805557538,-0.314135832561588,-0.581941245358697,-1.42809183630715,-0.768945245302153,-0.61919283079928,-0.252758336755318,-0.775373616241015,-0.664425659510784,0.0192806050811488,-0.806830125045754,-1.10000201102131,-1.17532065675842,-0.875043729218856,-0.356002658676225,-0.0825409734740723,-0.164582949140488,-1.18826415128039,1.97327981362003,0.798354051496165,1.5885752126972,1.61623195568382,1.73692223436323,0.657103396129708,0.695916529166776,1.56978458995283,-0.139858445529482,0.634157321725809,0.387979343140013,0.211463737886278,1.51836629770636,1.62909737282597,-0.264296438440455,-1.37116475115086,-0.289333251570758
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",1.64751991646336,1.62106456476158,0.443978858464216,0.481290583150943,1.7700856251403,1.49876502273286,0.812668060183841,1.71602959858378,0.746368367809242,0.587023267742017,1.13051136643759,-0.520955897890431,-0.200241218098315,-0.585021403551191,1.57363850744252,1.29055011292139,-0.157993311935523,0.220826353728445,-1.72049639051028,-0.960453493692369,0.123280309984113,0.348884774145904,0.506407035955628,1.0833998697028,0.678503938169354,0.544089780818661,-0.129255379583857,-0.610492745220167,0.692860805861177,0.493800415617246,0.714839718479277,-1.4163324368438,-0.949548726771389,1.45335537941546,0.0340338262706163,0.118134421451875,-0.677607068851438,1.35643039118364,1.44328944071917,0.55280875496184,1.62833172082356,-1.0805914399113,-0.530602422474376,-1.94858507672212,-1.52213771233893,-0.573939192198065,-1.00891195498028,-1.33987001790083,-1.2474295344087,-0.36150594429512,-1.26476262916697,-0.645215394328762,-0.440476782256155,-0.204709591525995,-0.177447674223544,-0.579552888778688,-1.45478141902746,-0.307175685434378,-1.80957349544764,-0.289689343211978,-0.54572552748683,-0.631237612469251,0.39981939182785,-1.33244154871871,-0.853115743555973,0.393431392270589,-0.651675984790083,-1.04457828584165,-0.243198901989691,-0.590610903163794,-1.45574929774826,-0.674300149888714,-0.610541139156207,-0.34188220323096,-0.797672424166314,-0.681365664550533,0.0231855189416826,-0.783565591810697,-1.06271794620059,-1.16828931767153,-0.866077252758647,-0.306707877385993,-0.0991946796471005,-0.139821388952558,-1.14291476387463,2.12243380779047,0.729930560867705,1.422439719942,1.55337757955383,1.72043344676341,0.593709696571523,0.78108295126183,1.51372681462518,-0.157194811990865,0.712161920685072,0.387511200761714,0.193120825345628,1.50713717366775,1.63060623581743,-0.376427407907409,-1.38820749434863,-0.33630883493037
"ARO-PWY: chorismate biosynthesis I",1.3558369797532,1.6598212251111,0.422211550370774,0.649177388946767,1.91041689184782,0.991830498696718,0.717501996701808,1.79932373722124,0.869406563347907,0.53504552494468,1.20428263723851,-0.616996153923327,0.026087456321651,-0.451927280219946,0.708870001933419,0.884981236486099,-0.129185442411876,0.326414949719202,-1.91219709686182,-0.784289980932164,-1.29224888070969,0.205361008766808,0.246399036400771,1.37012406417295,0.773486354179367,0.846322672803803,0.178136232904216,-0.193523675494641,0.441597486115533,-0.0462544282349079,0.767347131169868,-1.55417532816863,-0.132152046819151,1.20850592823498,0.709972177876399,-0.155411049428962,-1.01431513030316,1.69680077310456,1.5183718788587,0.514866434549364,1.84462625869066,-1.23128928042409,-0.334777308261846,-1.73063678685272,-0.837956678716538,-0.349569127459229,0.379298793562769,-0.993095668223347,-1.86557608454472,-0.163785526453664,-0.752975823299821,-0.788708985413832,-0.979766549810107,-0.409333845414113,-0.251866895504373,-0.78365133692782,-1.30431101182399,-0.844353419469724,-2.07116795039469,-0.740666475151582,-0.380285843926217,-0.418820799091543,0.329762680387134,-1.07420345677501,-0.874843520322268,-0.025931127903128,-0.761123684710079,-1.0204646540224,-0.57094168064234,-0.645467315665364,-1.15736108656642,-0.631612861055002,-0.597919239470992,0.329958393872336,-0.549701617143035,-0.234602905967595,0.165404555656329,-1.01464475301508,-1.39203185603353,-1.34862466515765,-0.865191755288878,-0.466492483802884,-0.281316624672421,-0.0811944356983629,-1.58268769274966,2.03301593926233,0.790317713906749,2.12617555821855,1.43781002792365,1.70037511938694,0.56849192949475,1.07846976838278,1.29173566299462,0.191146029315284,0.386365080449541,0.139106843671011,0.120575866835292,1.33240286507768,1.44781201708845,-0.0852941181778599,-0.818107211033143,-0.636320285409601
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",-0.634055124561913,-0.0533176426840518,-0.665166061091083,0.660221747363107,-0.561020708530746,-0.573513728530022,-0.357085976754949,-0.563718316388996,0.18933439531959,-0.919293988262202,1.42391010972594,1.30119106371535,0.289787120729699,-1.06856899359869,-1.71186002163222,-0.325908705606313,0.138610522968546,0.488127632930598,-0.147247463846752,0.651487689133524,0.741769106225639,-1.14323966357666,-0.157197656766529,-0.954185998100888,0.113690817589459,0.739535840703644,0.818805710964539,-0.218336064373607,-1.17603107713228,-1.08647934085429,-0.750958835599387,2.248471541218,2.9894292406441,-0.608140399890848,1.36095855585348,-0.564293216424361,1.43547444505271,-0.977513672612811,-1.00594911282355,-0.221343233789362,0.419073294067342,-0.251348593327446,-0.783860806854119,2.18361839492087,2.11376804062403,-1.08185802903154,0.604677559330926,1.97974999776454,1.05332070231378,0.0842382465469173,1.54561202490473,1.12878738772534,-1.54290574585439,-1.22054160679342,0.393556577113069,-1.22341610697025,0.654141073912131,-0.638786994083762,0.747120098862497,-1.45629484437268,-0.692871820487709,0.181882806399668,-2.11742988504235,0.823913476663358,0.154818281657873,-1.53350834143016,-0.234322707664716,0.210163465831657,-0.904324475802892,0.883172403385589,-0.315074051093666,1.32905160389073,-0.0244178601370537,0.561338941280339,1.42207485192074,1.42583381369043,1.33873645833265,0.168372655568592,-1.38062915510273,-0.592772879714746,-0.576719901804172,-0.198546236233161,0.683284083397168,0.45564578093248,-1.0272646372117,-0.0464188422596724,1.18119173710284,-0.872992423875504,-1.42372454621528,-0.340281206490436,-0.148441486997125,-0.0230469446681063,-0.443917993634874,1.05190556376519,-0.552905773416171,-0.506272535932147,-0.130708032060099,0.403396212333737,-1.67243514613007,0.1357139112519,0.201009288345462,-0.707509659849693
"AST-PWY: L-arginine degradation II (AST pathway)",-0.289294312213003,-0.289294312213003,0.285535662259254,0.145056436602063,-0.289294312213003,-0.289294312213003,-0.240408434947839,-0.289294312213003,-0.289294312213003,-0.25274643455296,-0.289294312213003,-0.289294312213003,-0.251025278126655,-0.272461708238838,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,1.8869392838487,-0.289294312213003,6.79253962047653,-0.289294312213003,-0.289294312213003,-0.275470923618444,0.313724894033309,-0.225584997219524,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.270090499574149,1.02774562918058,-0.268091213364401,-0.0657226295010636,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.172305210747789,-0.289294312213003,-0.237875762131496,-0.289294312213003,0.476890306698216,-0.289294312213003,1.86885746435084,0.26657817380817,-0.289294312213003,0.403202831955639,-0.289294312213003,5.86330192355747,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,0.441146230879473,0.336256790066267,2.18673747523869,-0.233958395488188,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,0.0627570892947504,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.236647118737772,-0.289294312213003,-0.204332498190408,-0.289294312213003,-0.059479258741811,-0.213558421766084,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.151645107855963,-0.289294312213003,-0.289294312213003,-0.119053169582917,-0.262908931414005,0.259388755756328,-0.261262619644754,-0.275849707961473,-0.289294312213003,0.38972537996764,-0.230363957148187,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003,-0.289294312213003
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",-1.55903635887458,-1.57805016465147,-0.157271059184189,0.84770549411266,-1.03833684679356,0.029205652355784,-0.351777537814379,0.0751858217008292,0.162208828905791,-0.506177849290267,-1.71343667035047,-0.996462993058163,0.131365745801161,-0.579729865653088,-1.38798728435789,-0.306315483501723,1.10790083155528,0.439735622137774,0.762186036413457,-0.154855220856692,1.29623056626992,-1.03410252629356,-0.0676920178194356,0.865849679364594,0.389204167802322,1.57814609859979,0.220278349006605,0.578529496108611,-1.09517508175858,-0.940726006514934,-0.255871397583498,1.19063669084517,-1.27246388672417,-0.350771785104445,1.43169224944421,0.00986269114655557,-0.219857323273249,0.123340042358256,-0.969622602556703,0.563351773395068,-1.69497348878448,-0.00284027035345418,-1.17421505381742,2.4721281891931,2.95793722544588,0.5115199519195,1.98203200502525,1.76956420527221,1.66143055027692,0.475576991437226,0.802964737198038,0.132808340597227,-0.994977729965312,-0.547291800978159,0.767164004371714,-1.24504239465697,2.23600996207919,-0.23813967253382,2.00996958030119,-0.616296595997886,-0.941932909766854,-0.130416445917133,-0.202318621470932,0.835006596259963,-1.65270546125973,-0.493523651558011,-0.7059894194874,1.17046068193681,-0.696405307300012,0.746114311291084,-0.108881146982615,0.733191912836179,0.344118000866106,0.0440989197574268,0.852663143834353,1.30149298954008,-1.55418233215937,-1.09990516723075,-1.1859915037301,0.280786057495135,-1.31713352981081,0.118199528507485,-0.379820767920447,-0.495096283068089,-0.762864227278231,-1.13663850711537,1.44770301985689,0.205405399841526,-0.68132917576929,0.120312625110173,0.788010515086702,0.47545508201784,0.148534655698007,0.26818875082526,0.15942523049648,0.469400247521674,-0.799331398263864,-1.04961549991041,-0.58783684204225,0.474215669587417,-1.14665133409427,-0.386438417569444
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis",0.799671798686714,1.59257585866487,0.904471466127056,0.728599055073055,2.71562012962194,1.87217017852622,0.223763068611924,1.79959450544272,0.0117214733427362,0.373976914045802,0.849397011212186,-0.119587101391459,-0.92982428874228,-1.15343448585176,1.26731028076908,1.15615282616352,-0.284899455380993,0.379869979598632,-1.07836711391034,-0.474130140867667,0.00946707913796225,-0.364188872609421,0.0738557416883448,1.70031217118774,0.170418960126158,0.30504980000423,0.714014706599189,-0.554091921279974,0.342484609036132,-0.237211107794922,0.574281816678734,-0.865574053906226,-0.0708111074785239,1.23727146675985,0.829018474124296,-0.125579043883095,-0.409533836745792,1.73655056926009,2.51042081851812,0.544193564200107,1.33894662293393,0.120495993723073,-1.01749847038145,-1.49001158554694,-0.219670338850761,-1.36232190677304,-1.43355285348878,-0.845175741430575,-1.20456375090827,-0.077861033215382,-0.391844752393422,-0.489891124913323,-1.00263726647892,-1.05770183369991,-0.435637348590542,-1.5204360196175,-1.17114334559189,-0.921162668902886,-1.56121286918104,-1.09303056393525,-0.312377356675145,-0.279678753012043,-0.0971321485886462,-0.876381303317708,-0.786828459841231,-0.605478266377385,-0.3857440452691,-1.30128517244817,-1.04646941345157,-0.25872672967908,-0.766904756671848,-0.581352293308752,-0.539774540540884,-0.0163892403597728,-0.39231936169969,0.0471886312924016,-0.0810053198694086,-0.910315868715882,-1.06867717390736,-0.734720313090538,-0.759548312424691,-0.69954978595729,0.306493403310796,-0.1910256896787,-1.70245857626523,2.13362058011671,0.647480414476718,2.3905819686854,-0.14250677580666,2.00341942709714,1.23563010957568,0.59477900609319,1.80458779085241,0.214656502547904,0.561230060756359,0.244853519659216,0.0545747386212002,1.00140052923845,0.0001232084208076,-0.161510923445148,-0.913460155369909,-0.548090091094458
"CALVIN-PWY: Calvin-Benson-Bassham cycle",1.23192114465652,2.36348537094685,0.474193793772288,-0.234089411303096,1.8401060217419,0.805615032510808,0.45189822997616,1.52961583769882,0.441509938992629,0.664208122406611,1.84394209449666,-0.210648174771486,-0.287948902598131,-0.665943668943112,1.45290725533096,1.32209459984814,-0.13109471965597,0.442539757181827,-0.661245123454899,-0.709916905621851,0.524268703222022,0.207548119134298,-0.627209632301918,-1.52105320234335,0.880328342137094,0.532751830555537,0.364930083898422,-0.65202825066158,0.793154232421516,-0.527587595224414,0.483050230199387,-1.34777341928348,-0.622910141362018,2.02507424124915,0.934213578886859,0.307041428938151,-1.46025531099859,1.05176732518377,1.01729416130038,0.181648191675978,2.51522908112512,-1.13312069047261,-0.323207302850784,-1.53872745701545,-1.04509698075094,-0.837369779262419,0.0701574999679721,-0.992254434917739,-1.01972483511458,0.247659537603544,-1.26258170958211,-0.0910605375509132,-0.617065923138321,-0.889401343271628,-0.202963156534599,-0.886826797798634,-0.197363520130837,-0.662609632555585,-1.30770061899633,-0.677683596299965,-0.521408686089229,-0.870916106775531,-0.314415230060509,-1.12624665405971,-0.755872542314794,-0.624068686824865,0.106793282048677,-0.899107379704815,-0.348206139393556,0.187183464442915,-1.27750120059811,-0.803424397200993,-0.0992218467003045,0.567932994444,-0.270416247927041,-0.681120614506412,0.872385869352908,-0.5360449771032,-1.17624432714526,-1.57466811181845,-1.28818556431104,0.0104924086313359,-0.375869630500876,0.231748846580442,-1.75308411309693,2.35863235273026,0.764370814033443,1.19083139890754,0.50983837584589,0.464577866430655,-0.305159739085096,1.57994820169585,1.95811031349658,-0.012627009716151,0.723268195557094,0.212169428258322,-0.236625338593995,2.12837787835304,0.377661211262377,-0.114566137719349,-1.62790971219996,-0.307103520917206
"CARNMET-PWY: L-carnitine degradation I",-0.218159446004378,-0.218159446004378,0.245452893626887,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,0.0125859420631811,-0.218159446004378,5.44144972733441,-0.218159446004378,-0.218159446004378,-0.218159446004378,0.000131116362270439,0.0950969717311077,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,2.25802113154127,-0.218159446004378,-0.149806334435896,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,0.629032104784975,-0.218159446004378,0.515354537329344,1.94715233570282,-0.218159446004378,-0.133340983697964,-0.218159446004378,7.58106908302319,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.146010886549297,0.219364831862625,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.113056818666966,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.173797579852677,-0.218159446004378,-0.218159446004378,-0.218159446004378,0.314854838212864,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378,-0.218159446004378
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate",-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,0.433235325917789,-0.149351622773316,0.117628391217944,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,0.901912921443896,0.985811376574977,-0.149351622773316,-0.149351622773316,0.224010904095564,-0.149351622773316,-0.149351622773316,-0.149351622773316,1.12900747508921,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,9.76519532999272,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,0.482250816359621,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316,-0.149351622773316
