"","MS01","MS02","MS05","MS07","MS08","MS09","MS10","MS11","MS13","MS14","MS16","MS17","MS19","MS20","MS21","MS22","MS23","MS24","MS25","MS26","MS27","MS28","MS29","MS30","MS32","MS33","MS34","MS37","MS38","MS39","MS40","MS42","MS43","MS45","MS47","MS50","MS51","MS54","MS55","MS57","MS58","MS59","MS63","MS65","MS66","MS67","MS68","HD15","HD19","HD20","HD21","HD22","HD23","HD24","HD25","HD26","HD27","HD28","HD29","HD30","HD31","HD32","HD33","HD34","HD35","HD36","HD37","HD38","HD39","HD40","HD41","HD42","HD43","HD44","HD45","HD46","HD47","HD48","HD49","HD50","HD51","HD52","HD53","HD54","HD55","HD01","HD02","HD03","HD04","HD05","HD06","HD07","HD08","HD09","HD10","HD11","HD12","HD13","HD14","HD16","HD17","HD18"
"ARGSYN-PWY: L-arginine biosynthesis I (via L-ornithine)",0.599145462196748,-0.036798843835686,0.0927741349668492,0.826571003077741,0.990724839249914,0.983664335607929,-0.115660454732855,1.02632256897256,0.13313595375045,0.709083486265645,0.549432867435519,-0.520462271708811,-0.112904821194743,-0.32345090353104,0.991458990496832,1.09980503296603,0.143481046540573,0.481246333700637,-0.52878354238527,-0.41753677363857,1.09430826506855,0.848846731018546,0.0469943372477096,1.82535287400912,1.80654956244718,1.13090527143776,1.45039527821447,-0.373208263767529,-0.169271163424358,0.550887636952717,0.0780445703721458,-0.608706744259488,-0.303388231091266,0.258000820008649,-0.172012255332124,-0.0368696960858103,-0.668048635578216,0.594919081367187,1.01343094290393,0.201935841637698,0.211530909509188,-0.757780287073353,-0.45026036611925,-1.00278511858981,-0.721010924339753,-0.806640090094453,-0.840604711072935,-0.866314328756933,-0.427790774675882,-0.457640990589216,-1.09032862694542,-0.826911872356215,-0.980987311984453,-0.881483503875681,-0.746264039796313,-0.894569869179146,-1.16994213475934,-0.8684071624877,-1.00947056163254,-0.661961033734576,-0.893660640545144,-0.277473924151297,-0.453560896395174,-1.030235307632,-0.749110576664835,-0.757600404559847,-0.862713893318079,-0.965652950229897,-0.654227189625928,-0.905455487418201,-0.823722799927783,-0.968752802783158,-0.950651975634218,-0.619409505087992,-0.954874076752633,-0.924183593694143,-0.707624662808686,-0.968080677629275,-1.07661632582117,-1.04185043238093,-0.894776032240854,-0.612935981121825,-0.675927905353524,-0.591675553426795,-1.01154308191781,2.17470694612467,1.33339109864366,2.20695142189693,1.336899647881,2.55359723109224,2.56737336136359,2.40564822601213,1.88196744239258,1.26776530980726,1.11701301332292,0.943619103706646,0.180247104971243,1.09666360724439,1.89575892045477,-0.637315036896072,-1.54405490230659,-0.298607687383701
"ARGSYNBSUB-PWY: L-arginine biosynthesis II (acetyl cycle)",0.627385019423052,0.00290130450099997,0.17354803830926,0.769843041745525,1.02200331500053,0.970826895535252,-0.0900275615243464,1.03693749089197,0.1131537480331,0.73723415678896,0.564202162621724,-0.559667457538993,-0.149541520017937,-0.34163752097451,1.05973974032187,1.09690700931807,0.11106273101626,0.474663111146694,-0.557480577286179,-0.446478271650833,1.21734505871728,0.907921164578901,0.0253043107235421,1.72738348104061,1.79151612594637,1.07294913172439,1.42033911656687,-0.419911511598214,-0.111625131547467,0.557750103718898,0.0670485252333743,-0.684184639489363,-0.39735311653094,0.321348427665566,-0.187326609263694,-0.000715024769858193,-0.696781855420298,0.624509527224128,1.03806095773891,0.177332607272834,0.301144585386813,-0.764673456457657,-0.445519275146328,-1.02603371110698,-0.765437119516768,-0.794403690456103,-0.883157733025558,-0.91500506469844,-0.410338836637394,-0.459038212313585,-1.09511611921217,-0.81444368303006,-0.932203748566609,-0.864525027004015,-0.73876773669483,-0.916473462815901,-1.16524633817019,-0.849849333845782,-0.99949913326491,-0.607723422262027,-0.903104444094205,-0.292625163771798,-0.492198115802277,-1.01993560006186,-0.777026144035013,-0.696253517794401,-0.84944856883619,-0.968738247588909,-0.625157093803816,-0.900393054711227,-0.857561563813711,-0.935914437782883,-0.939780735419659,-0.644643823002206,-0.956132297727191,-0.922620630738779,-0.692897526404953,-0.95635045477759,-1.06312517018334,-1.04042059158135,-0.891790843537188,-0.592753983522543,-0.670403543071743,-0.576575695222069,-1.00009242428321,2.3085344369536,1.28197082791496,2.09598526560895,1.32165303414835,2.55922940901089,2.47494497585855,2.46257683644936,1.85978151634354,1.20768591179756,1.16310757835798,0.930642533999179,0.16815761540406,1.11157466603167,1.91587432693409,-0.669726682628885,-1.52154357662725,-0.324679990342284
"ARO-PWY: chorismate biosynthesis I",0.380585053473037,-0.145604303107552,0.146609320381041,0.885827849975519,0.934409010319753,0.644189604482205,-0.206894190751529,0.933542328706745,0.0900921530249722,0.724548155923798,0.50947782992653,-0.565519025088744,-0.0222071149064099,-0.213785462823534,0.568854360736314,0.832228774919657,0.19890028055866,0.574876252357272,-0.323626813302523,-0.243782940679233,0.494170623971106,0.906476709647565,-0.106043117901077,1.88664901014384,1.93766528958602,1.2860506059999,1.90779369149385,-0.205112584851015,-0.26495305424033,0.328126924459427,0.0198242727481273,-0.561232576881988,0.0772239479111576,0.109361200995271,0.0435923207156705,-0.0916435425681565,-0.773875187450393,0.645193791701642,0.968514551083015,0.129371214673622,0.218556105691417,-0.738807745902092,-0.331500859598099,-0.76202833676784,-0.331731865505215,-0.752559173758441,-0.481984074861546,-0.733975215335491,-0.469000001320967,-0.378573676059146,-0.972717029830687,-0.860778041382801,-1.1027939878097,-0.977357342495722,-0.809232356548029,-1.00118160446808,-1.12027291167535,-1.02533038663975,-0.928997355537838,-0.750501221798396,-0.906402662777018,-0.112092044934923,-0.591139057016762,-0.911266574875084,-0.753730475455451,-0.8873707722478,-0.892732780801952,-0.952905500558507,-0.740177043201963,-0.947492657735158,-0.634226425815017,-0.958327261293946,-0.977362649350271,-0.479558625704949,-0.920536311673272,-0.848530068698948,-0.726794212725074,-1.03212848001518,-1.14927292110854,-1.07506081395518,-0.888082955193744,-0.65106632708257,-0.766569573692634,-0.592907139794529,-1.09253542125496,2.08774757553033,1.34638358103107,2.46491041860976,1.15989696755281,2.44956049572897,2.62130278553813,2.79929717493722,1.65439545534108,1.68635959145399,1.01437322204514,0.867924302183954,0.159039522615888,0.925780850762372,1.71508641446563,-0.608959628874753,-1.59197761088398,-0.391960494833684
"ASPASN-PWY: superpathway of L-aspartate and L-asparagine biosynthesis",-0.375563923360179,-0.638972241935801,-0.2974983719589,1.21468814980533,-0.0702602791718489,-0.00395840392090898,-0.573721623476554,-0.0377106752630339,-0.0717966746925204,0.016665626359329,0.923801571099245,0.214050481455096,0.197008031857561,-0.546280049125239,-0.66835254073057,0.3647159254899,0.464521274769947,0.903834333258469,0.719197076341253,0.521418080062726,2.28953313928233,0.147081147534675,-0.224174749510412,0.555933858213711,1.87894331543551,1.63273419123926,3.02677766462403,-0.193725824957288,-0.907536275915135,-0.206514143138678,-0.563186984894493,1.38210857363947,1.97410697970807,-0.542424415140345,0.513499213964253,-0.264135305401616,0.106846029657191,-0.455044363957576,-0.195213534494722,-0.109724406411977,-0.154795360331596,-0.452053749322255,-0.560706641956634,0.995773867817322,1.20632342278264,-1.10067143666664,-0.376833731542282,0.404566102512366,1.19918430205349,-0.268256673678981,-0.360261383764453,-0.286745357256187,-1.44676139777446,-1.34412421049636,-0.671599891531064,-1.29013048240993,-0.692256970858887,-1.11505034192065,0.162792922570467,-1.14508737706199,-1.11463251241737,0.241127590261211,-1.48555667121771,-0.359253443952452,-0.454628708678775,-1.43212714250028,-0.83739094923151,-0.67434850278589,-0.963880169794999,-0.576448202622326,-0.366442525526982,-0.454602954534056,-0.928363292184185,-0.37389775742486,-0.390564267108225,-0.389672255780246,-0.373311658537711,-0.811761375345122,-1.3540854566952,-1.01604911508486,-0.921600403456978,-0.615568890006609,-0.500698662508058,-0.417317540272021,-1.11517850658265,1.16308759816214,2.09259467866993,0.715495453496758,-0.317110201165093,1.3773695163731,2.47461096005,2.39734168945923,0.827178756247703,2.94045148846981,0.609557231236314,0.6304639649316,0.134234565063008,0.732032608322908,-0.172717700343461,-0.560883199583568,-1.68566888847182,-0.476760634434166
"AST-PWY: L-arginine degradation II (AST pathway)",-0.249035889985966,-0.249035889985966,0.15549361281659,0.145986488196369,-0.249035889985966,-0.249035889985966,-0.22170593656704,-0.249035889985966,-0.249035889985966,-0.217036044539445,-0.249035889985966,-0.249035889985966,-0.22236449477595,-0.237388500623924,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,1.77825548129794,-0.249035889985966,8.03279136870925,-0.249035889985966,-0.249035889985966,-0.233946006149923,0.483657628664349,-0.185193955829784,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.237044790694554,0.702960187923026,-0.233039335624156,-0.113177513047675,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.1661578172148,-0.249035889985966,-0.213715289605596,-0.249035889985966,0.197813832637727,-0.249035889985966,1.16060943693438,0.141515721323067,-0.249035889985966,0.0984415366822926,-0.249035889985966,4.9148658661053,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,0.0539430143604646,0.00849380399153795,1.29952317561904,-0.22052157014906,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.109447390277993,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.226540422852984,-0.249035889985966,-0.212913033786495,-0.249035889985966,-0.147700561325721,-0.213313701101292,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.107273229915044,-0.249035889985966,-0.249035889985966,-0.0463773944153351,-0.210095617276898,0.524386426334291,-0.219919196400864,-0.232112287837956,-0.249035889985966,0.422500166035774,-0.204992588503081,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966,-0.249035889985966
"BIOTIN-BIOSYNTHESIS-PWY: biotin biosynthesis I",-1.17882701004883,-1.27402314971546,-0.120512674594561,1.25170989948962,-0.713762915481379,0.201007541190464,-0.521619865987669,0.208882899319726,-0.0414511498737804,-0.103130067824205,-1.27044150320884,-0.884070999643665,0.0784732887038499,-0.452520095246437,-0.968662376626305,0.0504334418287248,1.13248900026128,0.726539736434492,1.23477609598167,-0.0652652579247085,2.5959719805655,-0.470626233216092,-0.184387936939238,1.82640340046172,1.59234945741068,2.3062295638544,1.66670932906771,0.305620135121753,-0.952544119036935,-0.555605710661039,-0.342489351288929,0.94613863144009,-0.908651133444418,-0.434762766738159,0.81922047001918,-0.0122056120227698,-0.483696935190558,0.0986908619721289,-0.598627648807544,0.368947954951207,-1.30646134647265,-0.263877482064929,-0.941962285684119,1.59307376009004,2.1885204892867,-0.241417250817865,0.613435116932472,0.705926999354687,1.75966153292802,0.056197589976428,-0.240907826615829,-0.427660560184156,-1.08516577420382,-0.89681449620528,-0.202944903209589,-1.16758266630407,0.356059202782521,-0.73354518012148,1.15586934710278,-0.7431581206359,-1.03229810715168,-0.0552955791999054,-0.605565464313969,-0.0455788296609053,-1.30139203132388,-0.869222468270636,-0.870913339376054,0.0437626235393003,-0.8071873953471,-0.265578244813644,-0.254304212093087,-0.287788161696025,-0.486861447811419,-0.401977663011475,-0.211579336644478,-0.00929720911319698,-1.29263608939511,-1.09493309265143,-1.14690832616804,-0.436514389005268,-1.15740841535868,-0.322648612498825,-0.70759846342917,-0.691565458485867,-0.896862038811658,-0.527050460343864,2.27032416129394,1.14576641493844,-0.260547200027565,1.19142651916863,2.88038805826065,2.21799915527068,0.877708672345342,1.5432392753649,0.786279016610712,1.09835780949936,-0.540896918394798,-0.656243398487934,0.0589009367008796,-0.187371787438748,-1.35218617279843,-0.387897650356647
"BRANCHED-CHAIN-AA-SYN-PWY: superpathway of branched chain amino acid biosynthesis",0.19207495056597,-0.105441515341399,0.337259841472947,0.891030415617392,1.31952292413364,1.04193816754933,-0.337113636484895,0.95891816515616,-0.205283199407757,0.608584576415671,0.375446685214652,-0.405683686210714,-0.422805024532309,-0.522599984678508,0.812754810421108,0.947969699897281,0.0851547967432469,0.562715935766846,-0.014482508088146,-0.160101335402315,1.19531971007729,0.511027422182931,-0.167951841937132,2.05769768159572,1.4279616674782,0.927312849663338,2.1807901650939,-0.356519830722183,-0.2761027073973,0.190097471052792,-0.0310575223825834,-0.342097073385364,0.0713571789514542,0.152364943600326,0.102341503306011,-0.100387474112613,-0.591464975791717,0.692613647611307,1.44626254112992,0.141435266079342,0.100895562763445,-0.305534000569634,-0.591790654893667,-0.725338400434579,-0.122732900667635,-1.00600551824036,-0.975054543206225,-0.69560992752247,-0.259769655383653,-0.347656230222729,-0.856516338410185,-0.764025015303739,-1.07592581086609,-1.08390061578556,-0.824000453968794,-1.14923366016179,-1.06787266549412,-1.01443425595691,-0.799847764587922,-0.849458113397554,-0.854316222266226,-0.0888776200992583,-0.669248459527611,-0.849254043563674,-0.727236208090074,-0.973782218852424,-0.774020602735297,-1.01379808822264,-0.864795380952868,-0.82310748662956,-0.524344625789718,-0.915233655501032,-0.92963171307698,-0.550512413553323,-0.851118435167181,-0.742790463063496,-0.747935102894657,-0.983642979194628,-1.05242904676924,-0.905885707840925,-0.845245608115576,-0.711971848188344,-0.582025434610537,-0.60307578772631,-1.12119570153202,2.1472647006978,1.20880173737302,2.62980456835222,0.355326845683172,2.6219679616394,3.04495158053738,2.30223509881401,1.92971950165187,1.57893982517933,1.05192993331397,0.856288272599429,0.107296204789697,0.769761465821012,0.827574207289467,-0.607989900270646,-1.51334365577105,-0.38210323232822
"CALVIN-PWY: Calvin-Benson-Bassham cycle",0.359034402442147,0.0506611729665405,0.183759624252916,0.488538328366463,0.952221835268934,0.6000496397613,-0.28954495428022,0.865292481089232,-0.0481932042177559,0.830154901220642,0.797631781191291,-0.448375233610503,-0.133620410475052,-0.293088495013427,0.93565343681937,1.0872320109722,0.21920272536031,0.667012232400524,0.32972643223784,-0.210599339234485,1.71750626091891,0.960076482697237,-0.411677765724094,0.222454032082807,2.10640536909703,1.1780853270139,2.14530453575195,-0.370851366643794,-0.156055176426944,0.132291753015114,-0.0688668857938468,-0.487308424009671,-0.113233297916927,0.3983552215303,0.134439607120153,0.0952398211929929,-0.929072727627136,0.426479517625351,0.791383741196286,0.0177729198298756,0.452035437351101,-0.726200951620247,-0.330291186707358,-0.710621113885416,-0.413734002916716,-0.903619938491164,-0.580027244326645,-0.753551597864699,-0.0767510173870368,-0.248472094563679,-1.12519665805434,-0.702987208850742,-1.06158833260673,-1.11534188652719,-0.822596959218723,-1.05833289455705,-0.902593736329352,-1.01799020993344,-0.688628039183936,-0.753854707084884,-0.968908500844823,-0.287004993483904,-0.776154851862121,-0.953473614619265,-0.739837645016911,-1.04882902300804,-0.699329625814487,-0.952162757728165,-0.699520953505297,-0.78151286985176,-0.690073612393477,-1.03002584222415,-0.896428443769284,-0.423973032595926,-0.884120083093451,-0.981962148342798,-0.577201560686816,-0.953125413559808,-1.13896392402939,-1.16589470555821,-1.02670978722015,-0.529376080323595,-0.81422972844929,-0.520507740681161,-1.17169549580974,2.3745859025679,1.40130567358571,1.99302629847975,0.765276228259048,1.7461596016407,2.03268846435338,3.32608693900096,2.12091347210879,1.63195074594029,1.25717682919149,0.95904881138769,0.0289071208169774,1.3407698992667,1.18462624018517,-0.633617722511289,-1.73102188401927,-0.277994155471428
"CARNMET-PWY: L-carnitine degradation I",-0.204636383367947,-0.204636383367947,0.141846894207384,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,0.0236398043328487,-0.204636383367947,6.8242314280127,-0.204636383367947,-0.204636383367947,-0.204636383367947,0.0770349274966985,0.128728689864239,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,1.69615874302956,-0.204636383367947,-0.16052568683461,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,0.320081920061649,-0.204636383367947,0.304170664500256,1.41098945263195,-0.204636383367947,-0.159438878510075,-0.204636383367947,6.74704063240828,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.173092975841064,0.0859609134742653,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.0896835566544968,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.138228175042294,-0.204636383367947,-0.204636383367947,-0.204636383367947,0.355177789138209,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947,-0.204636383367947
"CATECHOL-ORTHO-CLEAVAGE-PWY: catechol degradation to &beta;-ketoadipate",-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,0.441675875470632,-0.152583712967526,0.363773065784955,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,0.821273685299353,0.901234514671415,-0.152583712967526,-0.152583712967526,0.264972236588502,-0.152583712967526,-0.152583712967526,-0.152583712967526,1.5552763482464,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,9.71758838081984,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,0.277074912066349,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526,-0.152583712967526
